Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-01-02 00:00:00-05:00,244.22000122070312,245.52999877929688,244.0800018310547,245.4199981689453,6241900,0.0,0.0,0.0
2025-01-03 00:00:00-05:00,244.55999755859375,244.82000732421875,243.36000061035156,243.49000549316406,4872100,0.0,0.0,0.0
2025-01-06 00:00:00-05:00,242.3300018310547,243.7899932861328,242.0500030517578,243.19000244140625,3758900,0.0,0.0,0.0
2025-01-07 00:00:00-05:00,245.52000427246094,245.77000427246094,243.80999755859375,244.55999755859375,5090300,0.0,0.0,0.0
2025-01-08 00:00:00-05:00,245.72000122070312,246.4499969482422,244.50999450683594,245.86000061035156,6303300,0.0,0.0,0.0
2025-01-10 00:00:00-05:00,248.00999450683594,249.0399932861328,247.5500030517578,248.2100067138672,12380100,0.0,0.0,0.0
2025-01-13 00:00:00-05:00,246.33999633789062,246.7899932861328,245.14999389648438,245.74000549316406,8448600,0.0,0.0,0.0
2025-01-14 00:00:00-05:00,245.6199951171875,247.0399932861328,245.52000427246094,247.02999877929688,4914800,0.0,0.0,0.0
2025-01-15 00:00:00-05:00,248.2100067138672,248.89999389648438,247.00999450683594,248.8800048828125,6345000,0.0,0.0,0.0
2025-01-16 00:00:00-05:00,250.55999755859375,251.38999938964844,250.27000427246094,250.60000610351562,9236000,0.0,0.0,0.0
2025-01-17 00:00:00-05:00,249.6999969482422,250.80999755859375,249.14999389648438,249.27000427246094,8312900,0.0,0.0,0.0
2025-01-21 00:00:00-05:00,251.9499969482422,253.36000061035156,251.8300018310547,253.1300048828125,7668100,0.0,0.0,0.0
2025-01-22 00:00:00-05:00,254.2899932861328,254.67999267578125,253.77999877929688,254.42999267578125,5213800,0.0,0.0,0.0
2025-01-23 00:00:00-05:00,253.19000244140625,254.5399932861328,252.82000732421875,254.07000732421875,6511500,0.0,0.0,0.0
2025-01-24 00:00:00-05:00,255.9600067138672,257.07000732421875,255.61000061035156,255.64999389648438,7341300,0.0,0.0,0.0
2025-01-27 00:00:00-05:00,253.86000061035156,254.25999450683594,251.9199981689453,252.99000549316406,5799800,0.0,0.0,0.0
2025-01-28 00:00:00-05:00,254.22999572753906,255.25,253.88999938964844,255.17999267578125,5332000,0.0,0.0,0.0
2025-01-29 00:00:00-05:00,254.5500030517578,254.82000732421875,253.3000030517578,254.1999969482422,5671800,0.0,0.0,0.0
2025-01-30 00:00:00-05:00,257.20001220703125,258.2900085449219,256.45001220703125,258.04998779296875,12981200,0.0,0.0,0.0
2025-01-31 00:00:00-05:00,259.0799865722656,259.989990234375,257.8599853515625,258.55999755859375,8961100,0.0,0.0,0.0
2025-02-03 00:00:00-05:00,259.75,261.3900146484375,259.5199890136719,259.94000244140625,11521100,0.0,0.0,0.0
2025-02-04 00:00:00-05:00,261.8299865722656,262.5400085449219,261.3500061035156,262.5,9850400,0.0,0.0,0.0
2025-02-05 00:00:00-05:00,264.45001220703125,265.989990234375,263.8900146484375,264.1300048828125,12681100,0.0,0.0,0.0
2025-02-06 00:00:00-05:00,263.6600036621094,263.7200012207031,261.489990234375,263.42999267578125,8731400,0.0,0.0,0.0
2025-02-07 00:00:00-05:00,265.2200012207031,266.3500061035156,263.260009765625,263.8999938964844,9154000,0.0,0.0,0.0
2025-02-10 00:00:00-05:00,268.0,268.6600036621094,267.239990234375,268.3699951171875,13250300,0.0,0.0,0.0
2025-02-11 00:00:00-05:00,267.70001220703125,268.3599853515625,266.7099914550781,267.3900146484375,7169500,0.0,0.0,0.0
2025-02-12 00:00:00-05:00,267.1499938964844,268.42999267578125,266.3500061035156,267.6700134277344,9328600,0.0,0.0,0.0
2025-02-13 00:00:00-05:00,268.3999938964844,270.3900146484375,268.2200012207031,270.30999755859375,8347500,0.0,0.0,0.0
2025-02-14 00:00:00-05:00,270.07000732421875,270.2099914550781,265.45001220703125,266.2900085449219,11546700,0.0,0.0,0.0
2025-02-18 00:00:00-05:00,269.67999267578125,271.010009765625,269.6000061035156,270.70001220703125,8185900,0.0,0.0,0.0
2025-02-19 00:00:00-05:00,270.67999267578125,271.3299865722656,269.239990234375,270.8500061035156,9342500,0.0,0.0,0.0
2025-02-20 00:00:00-05:00,270.2300109863281,271.8399963378906,270.1700134277344,270.989990234375,7356900,0.0,0.0,0.0
2025-02-21 00:00:00-05:00,270.79998779296875,271.510009765625,269.510009765625,270.739990234375,8917400,0.0,0.0,0.0
2025-02-24 00:00:00-05:00,271.45001220703125,272.32000732421875,270.3800048828125,272.2099914550781,5374400,0.0,0.0,0.0
2025-02-25 00:00:00-05:00,271.4599914550781,271.67999267578125,266.45001220703125,268.6199951171875,10079800,0.0,0.0,0.0
2025-02-26 00:00:00-05:00,267.0799865722656,269.0799865722656,266.6600036621094,269.0299987792969,7276000,0.0,0.0,0.0
2025-02-27 00:00:00-05:00,266.489990234375,266.6700134277344,264.45001220703125,264.92999267578125,9374600,0.0,0.0,0.0
2025-02-28 00:00:00-05:00,262.55999755859375,263.3999938964844,261.25,263.2699890136719,11504500,0.0,0.0,0.0
2025-03-03 00:00:00-05:00,265.07000732421875,266.8800048828125,265.07000732421875,266.739990234375,7725600,0.0,0.0,0.0
2025-03-04 00:00:00-05:00,269.010009765625,269.3999938964844,267.5199890136719,269.05999755859375,8481300,0.0,0.0,0.0
2025-03-05 00:00:00-05:00,267.9700012207031,270.260009765625,267.9599914550781,269.6199951171875,6990400,0.0,0.0,0.0
2025-03-06 00:00:00-05:00,268.25,269.510009765625,268.1600036621094,268.25,6136400,0.0,0.0,0.0
2025-03-07 00:00:00-05:00,269.0899963378906,270.3399963378906,267.6400146484375,268.3900146484375,10431200,0.0,0.0,0.0
2025-03-10 00:00:00-04:00,267.6199951171875,268.44000244140625,265.6400146484375,266.0400085449219,7593900,0.0,0.0,0.0
2025-03-11 00:00:00-04:00,268.4700012207031,269.7300109863281,268.44000244140625,269.1600036621094,8436600,0.0,0.0,0.0
2025-03-12 00:00:00-04:00,268.4700012207031,271.2300109863281,268.3599853515625,270.3299865722656,7236200,0.0,0.0,0.0
2025-03-13 00:00:00-04:00,271.57000732421875,275.3500061035156,271.54998779296875,275.1300048828125,13741500,0.0,0.0,0.0
2025-03-14 00:00:00-04:00,276.2699890136719,276.29998779296875,274.6600036621094,275.239990234375,13365000,0.0,0.0,0.0
2025-03-17 00:00:00-04:00,275.5400085449219,276.7900085449219,275.3900146484375,276.7300109863281,8583400,0.0,0.0,0.0
2025-03-18 00:00:00-04:00,279.8999938964844,280.2099914550781,278.9700012207031,279.9599914550781,9596500,0.0,0.0,0.0
2025-03-19 00:00:00-04:00,279.8500061035156,281.4800109863281,279.05999755859375,281.1099853515625,8822200,0.0,0.0,0.0
2025-03-20 00:00:00-04:00,279.489990234375,280.8999938964844,279.42999267578125,280.75,5863300,0.0,0.0,0.0
2025-03-21 00:00:00-04:00,279.4599914550781,279.4599914550781,276.5899963378906,278.489990234375,9359300,0.0,0.0,0.0
2025-03-24 00:00:00-04:00,278.9100036621094,279.0899963378906,276.8599853515625,277.25,7870100,0.0,0.0,0.0
2025-03-25 00:00:00-04:00,278.7799987792969,279.9599914550781,278.2699890136719,278.4700012207031,5090200,0.0,0.0,0.0
2025-03-26 00:00:00-04:00,278.92999267578125,279.0199890136719,277.7799987792969,278.239990234375,3717500,0.0,0.0,0.0
2025-03-27 00:00:00-04:00,280.54998779296875,282.07000732421875,279.5899963378906,281.9700012207031,8476300,0.0,0.0,0.0
